loan_id,customer_id,branch_id,loan_type,loan_amount,approved_amount,outstanding_balance,interest_rate,term_months,start_date,end_date,monthly_payment,loan_status,collateral_type,purpose,days_past_due,num_missed_payments,credit_score_at_origination,approved_by
LOAN000867,CUST002368,BR038,Personal,26105.85,22719.74,2472.18,14.642,60.0,2012-07-30,17-07-04,435.1,Bad Debt,Vehicle,,39.0,18.0,396.0,Matthew Wiley
LOAN000868,,BR001,Personal,39484.55,39047.86,26133.01,5.848,120.0,"April 23, 2018",99/99/9999,329.04,Paid Off,N/A,,0.0,,392.0,Benjamin Marsh
LOAN000869,CUST004603,BR020,Home Equity,44498.56,37247.0,,6.657,60.0,2019-05-20,04/23/2024,741.64,In Progress,N/A,Emergency,,,511.0,
LOAN000870,CUST004816,,Personal,USD 20784.06,20160.21,2052.56,16.778,84.0,2016-11-11,2023-10-06,247.43,Paid Off,N/A,Debt consolidation,0.0,0.0,425.0,Jim Wall
LOAN000871,CUST000233,BR019,Mortgage,20895.6,20624.67,12995.96,7.179,120.0,NULL,33-01-05,,Defaulted,,Education,69.0,16.0,447.0,Dennis Rodriguez
LOAN000872,CUST002127,BR004,auto,14360.07,13856.81,13134.91,11.777,84.0,04-11-2018,09/28/2025,170.95,Defaulted,,Emergency,111.0,21.0,321.0,James Larson
LOAN000873,CUST002566,BR011,Auto,31523.9,28922.51,993.76,11.01,24.0,01/08/2014,16-07-21,1313.5,Paid Off,None,Travel,0.0,0.0,718.0,James Hale
LOAN000874,CUST002468,BR036,business,,48959.94,"$21,357.22",5.86,360.0,20-01-2014,2043-08-16,151.8,Paid,Savings,Vehicle purchase,,0.0,786.0,Mary Rivera
LOAN000875,CUST001508,BR020,Business,11543.56,11192.57,7221.47,17.975,120.0,17-09-20,27-07-30,96.2,Active,None,Vehicle purchase,,,364.0,Meghan Mendoza
LOAN000876,CUST002532,BR042,Personal,39456.65,33688.24,6590.32,2.619,240.0,99/99/9999,99/99/9999,,Paid Off,N/A,Travel,,0.0,575.0,Andrew Harrison
LOAN000877,CUST001923,BR014,Business,10384.16,10320.96,5617.77,6.705,24.0,99/99/9999,10/04/2017,432.67,Defaulted,Stocks,Debt consolidation,344.0,22.0,807.0,Lindsay Braun
LOAN000878,CUST004272,BR012,Business,3649.73,3482.65,1151.2,14.809,84.0,10/28/2022,99/99/9999,43.45,open,Property,Debt consolidation,,,759.0,Steven Stein
LOAN000879,CUST001210,BR003,Business,29792.27,24805.48,26689.04,12.955,48.0,13-12-28,2017-12-07,620.67,Defaulted,N/A,Debt consolidation,123.0,9.0,508.0,Robert Sheppard
LOAN000880,CUST002941,BR043,Personal,9224.79,7761.2,2455.9,10.421,12.0,99/99/9999,"December 22, 2017",768.73,Current,none,Wedding,,,428.0,James Olson
LOAN000881,CUST000947,BR010,Mortgage,54622.5,50486.99,35116.3,7.988,12.0,"October 26, 2017",21/10/2018,4551.88,Delinquent,Stocks,Vehicle purchase,22.0,14.0,461.0,John Hicks
LOAN000882,CUST002287,BR034,auto,31064.94,29438.48,USD 28554.62,8.879,12.0,"November 12, 2022",99/99/9999,,Defaulted,Stocks,Vehicle purchase,162.0,17.0,571.0,Mrs. Rachael Golden
LOAN000883,CUST003729,BR008,Auto,19425.03,,1258.22,16.47,240.0,15/04/2020,01/01/2040,,DELINQUENT,PROPERTY,Business expansion,263.0,13.0,,Donna Rogers
LOAN000884,CUST003578,BR026,Business,18811.73,15206.5,6971.75,13.895,120.0,18-07-07,15/05/2028,156.76,Closed,Property,Vehicle purchase,0.0,,691.0,Kristin Hale
LOAN000885,CUST003968,BR035,Auto,31096.45,26979.41,27854.29,16.863,60.0,19-08-15,19-07-2024,518.27,Defaulted,Vehicle,Education,134.0,9.0,560.0,Jean Adams
LOAN000886,CUST004209,BR020,Student,44634.63,40850.2,43775.71,8.323,24.0,10/09/2011,28/09/2013,1859.78,Defaulted,Property,Vehicle purchase,138.0,22.0,371.0,Greg Cannon
LOAN000887,CUST004440,BR030,business,42152.41,34522.78,27457.7,14.31,48.0,,17-12-11,878.18,Paid Off,none,Debt consolidation,,0.0,721.0,Christine Lee
LOAN000888,CUST003975,BR033,auto,7158.15,6324.9,3822.28,3.693,12.0,09/07/2022,23-09-02,596.51,defaulted,,Debt consolidation,269.0,9.0,588.0,Susan Austin
LOAN000889,CUST001939,BR031,Business,31658.78,27619.17,26389.87,12.956,60.0,26/06/2018,2023-05-31,527.65,active,Stocks,Business expansion,0.0,,389.0,Andrew Rowland
LOAN000890,CUST002600,BR037,home equity,13056.6,11926.17,6924.49,,48.0,31/08/2022,08/10/2026,272.01,Defaulted,property,Emergency,128.0,4.0,486.0,Christian Wilson
LOAN000891,CUST000422,BR009,Student,48056.4,40553.38,34056.56,17.556,120.0,18-07-18,2028-05-26,400.47,Delinquent,N/A,Travel,36.0,3.0,337.0,
LOAN000892,CUST003902,BR016,Home Equity,,19355.35,10498.09,12.553,,19-03-2016,11/02/2023,235.22,Delinquent,None,Education,188.0,14.0,726.0,Curtis Merritt
LOAN000893,CUST000787,BR021,Business,"$30,185.59",29836.33,5096.17,10.563,60.0,"April 10, 2016",15/03/2021,503.09,Active,none,,,,559.0,Crystal Moore
LOAN000894,CUST003718,BR002,Business,9857.98,8650.17,3633.71,,240.0,99/99/9999,06-08-2038,41.07,In Progress,Savings,Debt consolidation,,,306.0,
LOAN000895,CUST004133,BR004,Home Equity,24928.5,21412.06,435.04,6.903,,20-01-12,12/27/2022,692.46,Open,Property,Travel,,,,Jasmine Ruiz
LOAN000896,CUST003087,BR004,Auto,16021.9,14196.54,USD 2015.02,11.972,12.0,"May 07, 2012","May 02, 2013",1335.16,Active,Stocks,Emergency,,,,Priscilla Harmon
LOAN000897,CUST001842,BR050,Mortgage,,72506.89,60035.44,8.667,84.0,27-07-2011,99/99/9999,924.12,paid off,Vehicle,Vehicle purchase,0.0,0.0,662.0,Leslie Hernandez
LOAN000898,CUST003155,BR026,Mortgage,"40275,78",37576.96,USD 11279.13,,180.0,08/05/2019,18/02/2034,223.75,Paid Off,Vehicle,Emergency,,0.0,709.0,Margaret Sanders
LOAN000899,CUST000102,BR028,Home Equity,31866.89,26294.41,2064.59,5.081,360.0,29-12-2019,49-07-24,88.52,Paid Off,N/A,Wedding,0.0,0.0,668.0,Joseph Graves
LOAN000900,CUST001750,BR040,home equity,54550.17,50899.61,78015.0,17.95,48.0,09/16/2020,26/08/2024,1136.46,Paid Off,Savings,Wedding,,,346.0,Jose Garcia
LOAN000901,CUST002641,BR004,Student,,75098.86,28562.78,12.496,,25-08-2010,07/19/2017,920.5,Active,Stocks,Education,,0.0,729.0,Deborah Hicks
LOAN000902,,BR028,Business,43474.69,40497.96,35980.69,4.959,48.0,2013-02-10,01/20/2017,905.72,Delinquent,none,Vehicle purchase,74.0,22.0,,Lori Davenport
LOAN000903,CUST000348,BR018,Personal,32223.31,27027.11,15690.25,11.869,12.0,13-03-2018,08-03-2019,2685.28,Delinquent,,,188.0,6.0,736.0,Caroline Cooper
LOAN000904,CUST000102,BR029,home equity,72052.11,,33114.09,,24.0,03/25/2023,25-03-14,3002.17,Defaulted,Savings,Medical,240.0,10.0,589.0,Michael Cooper
LOAN000905,CUST004768,BR037,business,33084.86,USD 30765.53,17142.71,5.814,240.0,19-04-2010,01/04/2030,137.85,DEFAULTED,Stocks,Travel,236.0,24.0,,Christopher Bass
LOAN000906,CUST004593,BR033,student,34725.83,30574.91,10464.4,6.56,12.0,05/02/2014,04/27/2015,2893.82,PAST DUE,Property,Emergency,0.0,20.0,847.0,Keith Morton
LOAN000907,CUST003617,BR030,Business,25895.69,22520.57,15901.86,9.462,36.0,05-09-2017,20-08-20,719.32,Delinquent,,Wedding,26.0,2.0,537.0,Heather Carpenter
LOAN000908,CUST000279,BR018,Home Equity,72069.87,59893.04,3100.18,4.924,36.0,"November 21, 2014",2017-11-05,2001.94,Active,Savings,,0.0,0.0,787.0,Jason Baxter DDS
LOAN000909,CUST002352,BR040,Student,24074.67,20181.67,920.31,17.872,180.0,"October 30, 2015",12/08/2030,133.75,Paid Off,None,Home improvement,0.0,0.0,706.0,Paula Combs
LOAN000910,CUST003985,BR049,Business,43033.32,41231.01,15344.49,10.043,120.0,20-08-10,19-06-2030,358.61,late,N/A,Business expansion,199.0,14.0,825.0,Bruce Bowen
LOAN000911,CUST001644,BR018,Student,,79203.73,81131.78,6.182,48.0,14-07-27,"July 06, 2018","1697,44",Delinquent,Property,Education,25.0,3.0,384.0,Alexandra Rios
LOAN000912,CUST004444,,Home Equity,68124.17,55773.43,35970.94,3.8,84.0,17-11-15,"October 09, 2024",811.0,Defaulted,Stocks,Wedding,10.0,22.0,310.0,Lisa Rivera
LOAN000913,CUST002668,BR004,Home Equity,45143.32,42393.92,40712.68,7.799,360.0,18-07-12,"February 05, 2048",125.4,Delinquent,property,,346.0,10.0,,Madison Dominguez
LOAN000914,CUST004064,,Student,50155.47,"46461,98971309617",29021.57,12.021,48.0,06/04/2016,20-05-14,1044.91,Defaulted,Savings,Emergency,87.0,17.0,,Abigail Martinez
LOAN000915,CUST002000,BR038,Home Equity,44850.7,"$39,211.32",35161.22,14.208,48.0,25-07-2016,"July 04, 2020",934.39,Past Due,none,,98.0,16.0,522.0,Ryan Ramirez
LOAN000916,CUST004154,BR031,Mortgage,2994.63,2854.26,1833.97,4.264,360.0,12-06-19,01/13/2042,8.32,Delinquent,Stocks,,166.0,3.0,545.0,Jessica Werner
LOAN000917,CUST000441,BR006,Home Equity,,24266.89,2451.72,10.468,24.0,NULL,06/11/2013,USD 1249.51,Active,property,Business expansion,0.0,,404.0,Jill Thompson
LOAN000918,CUST004614,BR008,Home Equity,,64454.71,16570.09,8.462,,20-02-2020,"January 14, 2027",787.47,Paid Off,PROPERTY,Education,0.0,,777.0,Donna Fox
LOAN000919,CUST001097,BR012,Personal,,38808.12,444.43,8.492,60.0,2020-09-07,99/99/9999,682.38,Active,Stocks,Vehicle purchase,0.0,,316.0,Barbara Yu
LOAN000920,CUST001750,,Mortgage,85669.17,74672.88,,8.116,36.0,07/09/2021,23-06-2024,"$2,379.70",ACTIVE,PROPERTY,Emergency,0.0,0.0,702.0,Zachary Roberts
LOAN000921,CUST000724,BR027,Mortgage,35886.86,32395.45,5979.07,12.305,360.0,11/16/2015,45-06-11,99.69,Defaulted,property,Education,28.0,1.0,801.0,
LOAN000922,CUST004231,BR021,Business,56737.96,45726.29,8972.1,4.078,24.0,01/12/2013,,2364.08,Delinquent,property,Debt consolidation,120.0,21.0,500.0,Kyle Bowman
LOAN000923,CUST002128,BR034,Mortgage,19095.3,15933.22,15072.58,17.566,48.0,NULL,"October 10, 2017",397.82,Active,Savings,Home improvement,,0.0,575.0,Mary Pugh
LOAN000924,CUST003006,BR006,Home Equity,22206.02,19669.43,4280.57,17.408,48.0,2010-04-03,03/13/2014,462.63,DEFAULT,,,62.0,1.0,390.0,Leslie Burke
LOAN000925,CUST004064,BR021,Auto,22698.18,20884.78,585239.0,14.155,36.0,"November 04, 2018","October 19, 2021",630.5,closed,Savings,Debt consolidation,0.0,,672.0,Meredith Montgomery
LOAN000926,CUST000396,BR003,Auto,59889.65,57711.99,59523.19,,240.0,04/11/2013,32-12-27,249.54,paid,property,,,,468.0,Crystal Oliver
LOAN000927,CUST002271,BR027,Home Equity,17528.61,16068.2,17357.4,6.24,120.0,11/11/2018,"September 19, 2028",,Defaulted,Vehicle,Emergency,113.0,14.0,664.0,Kenneth Wilson
LOAN000928,CUST004399,BR042,Auto,16761.15,16262.03,59974.0,16.073,24.0,2019-04-02,22/03/2021,USD 698.38,DEFAULTED,N/A,Education,10.0,5.0,404.0,Robin Coffey
LOAN000929,CUST001404,BR001,Mortgage,33704.19,33418.42,1224.37,11.605,180.0,15/07/2013,"April 27, 2028",187.25,Active,property,Vehicle purchase,,,492.0,Michael Sherman
LOAN000930,CUST004452,BR018,Business,"$25,337.97",23451.79,22107.59,17.757,24.0,2016-11-06,"October 27, 2018",1055.75,Active,,Travel,,,737.0,Thomas Melton MD
LOAN000931,CUST004149,BR001,mortgage,"$34,802.28",30284.16,10256.95,12.537,360.0,03/14/2015,07-10-2044,,Paid Off,Property,Vehicle purchase,0.0,,333.0,Kylie Hawkins
LOAN000932,CUST000074,BR031,Mortgage,15447.84,15378.19,2281.23,5.921,120.0,14-02-04,23-12-14,128.73,DEFAULT,none,Wedding,284.0,19.0,523.0,Jennifer Chavez
LOAN000933,CUST002973,BR005,home equity,28894.03,27114.24,10605.57,12.3,180.0,09/05/2018,02/19/2033,160.52,Defaulted,Property,Debt consolidation,92.0,20.0,611.0,Jillian Chen
LOAN000934,CUST002894,BR011,Business,2154.29,2150.05,"$1,956.79",3.187,48.0,"May 10, 2011",19-04-2015,44.88,Paid Off,PROPERTY,Emergency,0.0,,406.0,Patricia Garza
LOAN000935,CUST001303,BR010,Student,34126.92,33452.98,32270.97,5.181,12.0,18-05-17,NULL,,Delinquent,PROPERTY,Home improvement,71.0,21.0,443.0,Daniel Cole
LOAN000936,CUST002496,BR005,Home Equity,,25208.42,20202.29,11.229,36.0,99/99/9999,2017-07-22,$750.49,DEFAULT,None,Travel,305.0,8.0,481.0,Larry Thompson
LOAN000937,CUST001085,BR026,Home Equity,70877.45,61606.2,17489.1,3.677,48.0,2018-06-08,18-05-2022,1476.61,Paid Off,Vehicle,Medical,0.0,,322.0,
LOAN000938,CUST000264,BR049,Mortgage,44353.8,39716.36,12832.94,4.554,48.0,2010-02-01,11-01-2014,924.04,Defaulted,PROPERTY,Emergency,308.0,12.0,376.0,Kathleen Moreno
LOAN000939,CUST000331,BR032,Auto,43672.61,40136.93,5913.05,6.043,240.0,11-11-25,31-08-12,181.97,Delinquent,PROPERTY,Wedding,359.0,18.0,528.0,Elizabeth Mcfarland
LOAN000940,CUST003292,BR035,Auto,33675.51,32103.43,1507.28,10.685,24.0,"February 13, 2020",2022-02-02,1403.15,past due,PROPERTY,Debt consolidation,42.0,20.0,818.0,Catherine Ritter
LOAN000941,CUST001477,BR029,business,16689.32,16580.49,16205.21,6.971,240.0,19-07-03,39-03-20,6954.000000000001,Defaulted,,Vehicle purchase,42.0,5.0,407.0,Matthew Miles
LOAN000942,CUST001152,BR028,Student,,47059.82,32212.64,7.365,48.0,19-08-14,99/99/9999,1046.09,Paid Off,Vehicle,Business expansion,,0.0,323.0,Christopher Flores
LOAN000943,CUST000851,BR037,Business,17354.4,14508.8,12586.82,7.672,360.0,18-06-2011,11/01/2041,48.21,Defaulted,None,,272.0,3.0,402.0,Kelly Webb
LOAN000944,CUST003130,BR019,Home Equity,39081.78,37703.04,12170.42,16.329,84.0,99/99/9999,14/10/2019,465.26,Active,Vehicle,Home improvement,0.0,,623.0,Caleb Bishop
LOAN000945,CUST002044,BR034,Business,26848.81,24188.18,15499.98,17.894,24.0,2013-07-25,"July 15, 2015",1118.7,DEFAULTED,None,Travel,288.0,7.0,302.0,Kerry Moreno
LOAN000946,CUST000676,BR005,Business,40642.53,34970.3,27821.67,13.0,48.0,29-04-2016,20-04-08,846.72,delinquent,Property,Debt consolidation,244.0,13.0,,Charles Mcdonald
LOAN000947,CUST000888,BR014,Business,29905.56,24616.94,USD 3059.41,4.587,180.0,02/08/2019,15-05-2034,166.14,Active,Vehicle,Travel,0.0,0.0,723.0,Samuel Calhoun
LOAN000948,CUST004814,BR011,Personal,1208.46,1090.89,,7.179,36.0,15-04-2017,30/03/2020,33.57,Active,Vehicle,Education,,0.0,362.0,Andre Simmons
LOAN000949,CUST000763,BR025,Auto,27172.96,,6713.42,4.427,360.0,,07-04-2049,75.48,Paid Off,Savings,Emergency,0.0,0.0,636.0,Joshua Ramos
LOAN000950,CUST004172,BR021,Mortgage,42816.34,41284.31,34360.16,15.585,84.0,2012-03-13,05-02-2019,509.72,defaulted,Savings,Vehicle purchase,284.0,21.0,677.0,Alan Patterson
LOAN000951,CUST000863,BR041,Personal,3072.08,2722.5,787.35,9.305,240.0,18-05-2012,03/02/2032,$12.80,Active,none,Home improvement,,0.0,619.0,Mike Gonzalez
LOAN000952,CUST002216,BR030,Home Equity,60260.96,"52789,55988404209",34658.7,,84.0,05-12-2022,29-10-29,717.39,Defaulted,Stocks,Medical,153.0,11.0,481.0,Mark Manning
LOAN000953,CUST004679,BR033,Personal,39860.22,35484.8,34480.98,6.713,24.0,99/99/9999,"July 29, 2013",1660.84,Open,,Emergency,,,655.0,Gabrielle Williams
LOAN000954,CUST004851,BR022,Personal,39098.77,35956.82,,2.623,60.0,NULL,2025-02-26,651.65,Delinquent,Stocks,Business expansion,361.0,14.0,337.0,Gregg Zavala
LOAN000955,,BR024,Auto,56999.08,,30581.81,3.211,120.0,2023-04-04,"February 10, 2033",474.99,Delinquent,property,Medical,240.0,22.0,785.0,Kaitlyn Cain
LOAN000956,,BR035,Student,40504.94,33655.28,17715.37,13.467,36.0,2018-01-31,21-01-15,1125.14,Defaulted,N/A,,270.0,5.0,404.0,
LOAN000957,CUST001017,BR020,Personal,10834.09,8810.02,1116.25,5.694,48.0,19-10-2015,28/09/2019,225.71,Current,N/A,Home improvement,,0.0,405.0,Veronica Haney
LOAN000958,CUST003919,BR033,Mortgage,1396.36,1266.23,1294.17,4.619,12.0,21-06-14,"June 09, 2022",116.36,Paid Off,PROPERTY,Home improvement,0.0,0.0,447.0,Nancy Miller
LOAN000959,CUST004837,BR045,Business,30541.75,25195.77,9947.76,15.854,24.0,04/30/2013,"April 20, 2015",1272.57,Current,none,Home improvement,,,602.0,Catherine Brown
LOAN000960,CUST004591,BR038,Auto,USD 19877.20,19443.08,16341.97,4.163,240.0,"November 30, 2013","August 17, 2033",82.82,Past Due,PROPERTY,Travel,311.0,10.0,681.0,Sandra Jenkins
LOAN000961,CUST004102,BR049,Student,21978.75,USD 18865.48,9670.85,3.502,24.0,2012-07-28,18-07-2014,,Active,N/A,Home improvement,0.0,,408.0,Sarah Kennedy
LOAN000962,CUST003997,BR041,Home Equity,52081.36,44998.13,24914.55,3.151,48.0,"December 03, 2022",,1085.03,Defaulted,Savings,Travel,341.0,6.0,337.0,Michael Cook
LOAN000963,CUST004386,BR037,auto,"$52,762.63",42373.57,52177.72,3.555,36.0,99/99/9999,19-12-2021,1465.63,Open,None,Vehicle purchase,,,523.0,Madison Peterson
LOAN000964,CUST001504,BR032,Personal,68394.29,63278.1,42170.65,4.846,60.0,2021-01-12,17/12/2025,1139.9,Open,Property,Emergency,0.0,0.0,,
LOAN000965,,BR025,Personal,32950.26,"$32,046.30",29113.2,15.679,24.0,11/10/2022,30/10/2024,1372.93,In Progress,Stocks,Business expansion,,0.0,606.0,Jennifer Evans
LOAN000966,CUST004763,BR050,Auto,7245.58,5856.98,1328.57,12.254,48.0,"September 18, 2022",26-08-28,150.95,Delinquent,Property,Medical,318.0,11.0,818.0,Alicia Ford
LOAN000967,CUST004682,BR042,Student,26463.01,22661.9,1242.57,11.354,84.0,04/22/2021,16/03/2028,315.04,Defaulted,Stocks,Business expansion,225.0,8.0,531.0,Rachel Shannon
LOAN000968,CUST002563,BR030,Business,25123.81,24711.29,17454.89,16.091,24.0,"December 18, 2016",12/08/2018,1046.83,Defaulted,None,Home improvement,30.0,14.0,508.0,Keith Richardson
LOAN000969,CUST001156,BR020,Business,53597.16,48635.58,"$32,887.82",15.29,120.0,"December 20, 2012","October 29, 2022",446.64,ACTIVE,PROPERTY,Emergency,0.0,0.0,719.0,Vicki Phillips
LOAN000970,CUST000200,BR005,Business,,17712.59,12501.68,8.936,240.0,10-08-22,09-05-2030,88.21,Active,property,Debt consolidation,0.0,0.0,,Wesley Frank
LOAN000971,CUST003975,BR008,Business,"$45,578.90",,34010.89,3.281,60.0,04/30/2010,04/04/2015,759.65,Delinquent,Vehicle,Education,233.0,21.0,842.0,Barbara Miller
LOAN000972,CUST002659,,Auto,43818.26,41131.35,1974.51,3.929,48.0,NULL,21-12-21,912.88,Active,Property,Emergency,0.0,0.0,,Jennifer Sanchez
LOAN000973,CUST004619,BR043,Student,54721.93,50393.11,"10259,74",16.04,360.0,"September 15, 2021","April 11, 2051",152.01,Delinquent,PROPERTY,Medical,211.0,3.0,690.0,Ralph Miller
LOAN000974,CUST000853,BR042,Personal,USD 9269.68,8663.1,1059.72,17.499,24.0,99/99/9999,12/01/2013,386.24,Active,Property,Vehicle purchase,0.0,0.0,487.0,Richard Mitchell
LOAN000975,CUST001576,BR040,Personal,7738.56,"6636,874768182817",925.44,4.097,240.0,17-02-2015,04/11/2034,32.24,Paid Off,property,Travel,0.0,0.0,673.0,Stephanie Navarro DDS
LOAN000976,CUST004541,BR002,Home Equity,53528.78,48281.37,1925.69,12.246,60.0,27-10-2015,"September 30, 2020",892.15,Active,Vehicle,,,,653.0,Elizabeth Scott
LOAN000977,CUST000830,BR005,Business,29456.13,,11428.99,14.97,60.0,21-06-12,17/05/2026,490.94,closed,None,Home improvement,,,474.0,Michael Young
LOAN000978,CUST001302,BR028,Auto,23367.37,"$19,120.06",15064.06,9.067,240.0,11/29/2020,16/08/2040,97.36,delinquent,none,Business expansion,201.0,22.0,798.0,Jeffrey Garrett
LOAN000979,CUST003497,BR035,Personal,,,"39382,46",7.861,48.0,2018-12-28,"December 07, 2022",1280.91,Paid Off,Property,Business expansion,,0.0,356.0,Nathan Lewis
LOAN000980,CUST003546,BR022,Personal,28534.16,25673.62,19605.28,4.657,120.0,21/11/2019,99/99/9999,237.78,Delinquent,Property,Medical,310.0,22.0,311.0,Stacie Fox
LOAN000981,CUST003161,BR037,Auto,29957.12,24211.88,1291.69,11.712,12.0,10/11/2010,06-10-2011,"$2,496.43",Delinquent,Stocks,Vehicle purchase,158.0,8.0,814.0,
LOAN000982,,BR046,Home Equity,48909.9,42692.7,38130.6,11.732,240.0,2010-08-02,19-04-2030,203.79,Open,N/A,Emergency,0.0,0.0,420.0,Danielle Murphy
LOAN000983,CUST004113,BR015,Personal,57727.28,"$56,467.29",46802.61,4.9,84.0,2013-11-10,04/10/2020,687.23,Active,Property,Home improvement,,0.0,452.0,Tiffany Young
LOAN000984,CUST000139,BR046,Business,62469.59,51950.49,36474.22,9.32,240.0,"May 09, 2020",01/25/2040,260.29,Open,Property,Travel,,0.0,592.0,Shannon Mays
LOAN000985,CUST001525,BR041,Personal,60607.8,56409.66,19132.78,10.138,24.0,"April 13, 2012","April 03, 2014",2525.33,ACTIVE,,Medical,0.0,0.0,819.0,Andrew Martin
LOAN000986,CUST004881,BR021,Mortgage,31727.4,27213.56,1662.25,15.382,36.0,22-03-15,02/27/2025,$881.32,Delinquent,property,Emergency,23.0,6.0,,Regina Garcia MD
LOAN000987,CUST000414,BR008,auto,,35448.56,"$3,077.49",7.141,,23-12-2018,05-10-2033,220.28,Defaulted,,Vehicle purchase,205.0,9.0,353.0,Jessica Anderson
LOAN000988,CUST004667,BR010,Mortgage,,34855.68,USD 33543.28,7.647,48.0,24-06-2023,,797.0,Paid Off,Savings,Business expansion,,0.0,,Robert Riddle
LOAN000989,CUST000162,BR021,Auto,10828.28,9686.43,9361.55,8.035,48.0,23-06-06,16/05/2027,225.59,Delinquent,N/A,Emergency,139.0,9.0,,
LOAN000990,CUST002375,BR049,Student,36272.93,30844.12,25800.06,2.685,84.0,2011-12-28,"November 21, 2018",431.82,Delinquent,PROPERTY,Wedding,119.0,14.0,421.0,Rebecca Fritz
LOAN000991,CUST002528,BR050,Home Equity,22313.28,17859.67,1885.74,9.924,120.0,10/21/2010,2020-08-29,185.94,Active,Stocks,Education,0.0,,675.0,
LOAN000992,CUST001585,BR043,Home Equity,11873.09,10424.23,,16.363,360.0,"December 27, 2010",07/22/2040,32.98,Active,Savings,Debt consolidation,,0.0,790.0,Jackson Russell
LOAN000993,CUST001400,BR028,Home Equity,42708.01,34751.73,25801.0,2.777,48.0,17-09-03,13-08-2021,889.75,open,N/A,Medical,,,624.0,Charles Weber
LOAN000994,CUST004801,BR040,Home Equity,28700.6,26239.26,5147.12,17.678,120.0,2020-02-15,2029-12-24,239.17,Delinquent,,Emergency,292.0,2.0,392.0,
LOAN000995,CUST001290,,Mortgage,13102.81,12147.31,"$2,851.49",12.783,48.0,26-04-2012,2016-04-05,272.98,DELINQUENT,N/A,Vehicle purchase,202.0,15.0,617.0,
LOAN000996,CUST000017,BR027,Business,USD 35604.74,USD 32946.16,9345.49,7.531,24.0,12-01-2018,01/02/2020,1483.53,Defaulted,Vehicle,Travel,65.0,10.0,,Zachary Gutierrez
LOAN000997,CUST002916,BR041,Auto,17377.38,16998.01,12166.59,7.997,,20-01-2023,2052-08-15,48.27,Delinquent,PROPERTY,Travel,293.0,24.0,,
LOAN000998,CUST001000,BR043,Mortgage,59068.36,52172.37,16604.31,,180.0,2021-07-28,10/05/2036,328.16,Past Due,Vehicle,Emergency,306.0,5.0,328.0,Timothy Stewart
LOAN000999,,BR026,Personal,15742.13,14375.29,9236.59,7.978,240.0,01-02-2010,19-10-2029,65.59,Delinquent,,,303.0,18.0,425.0,Carla Powell
LOAN001000,,BR012,Mortgage,44709.11,38356.26,21972.87,17.247,48.0,11-12-2016,11/20/2020,931.44,Past Due,,Wedding,166.0,23.0,515.0,Timothy Cruz
LOAN001001,CUST000001,BR020,Mortgage,63958.76,,23437.43,13.008,120.0,21-10-2022,"August 29, 2032",532.99,defaulted,Property,Home improvement,85.0,22.0,363.0,
LOAN001002,CUST004121,BR035,Auto,"34748,9",27855.38,14193.8,12.877,48.0,2020-05-21,30/04/2024,723.94,Active,Stocks,Debt consolidation,0.0,,347.0,Denise Mcpherson
LOAN001003,CUST003396,BR048,Student,15347.75,13350.08,8513.71,11.827,24.0,08/02/2018,20-07-22,639.49,Active,Stocks,Medical,,,720.0,Kevin Jackson
LOAN001004,CUST002965,BR028,Auto,62736.71,51964.66,49932.81,14.319,60.0,18-06-05,10-05-2023,,Charged Off,N/A,Debt consolidation,22.0,1.0,537.0,Alicia Barber
LOAN001005,CUST001293,BR046,Auto,"$37,256.28",31885.75,3950.5,13.019,48.0,"September 14, 2013",NULL,776.17,Paid Off,N/A,Wedding,,0.0,314.0,Heather Sanders DDS
LOAN001006,CUST000770,BR045,Student,54755.37,47073.4,12691.8,14.732,60.0,12/14/2010,15-11-18,,ACTIVE,PROPERTY,Travel,0.0,,625.0,Roberto Richardson
LOAN001007,CUST003944,BR040,Home Equity,42277.9,"$37,303.59",7295.84,13.597,120.0,,"March 18, 2022",352.32,active,Vehicle,Business expansion,0.0,,773.0,Gregory Sims
LOAN001008,CUST002574,BR030,Personal,66436.22,57305.51,18967.21,16.437,120.0,14-08-29,2024-07-07,553.64,Delinquent,,Wedding,0.0,6.0,666.0,Ryan Lewis
LOAN001009,CUST002952,BR001,personal,44189.82,3953652.456254039,6618.39,9.209,24.0,08/30/2010,99/99/9999,"$1,841.24",Active,Stocks,Home improvement,,0.0,456.0,Colin Parks
LOAN001010,CUST002871,BR021,Personal,47076.58,45001.69,4074.04,7.659,180.0,"April 24, 2015",NULL,261.54,Defaulted,property,Education,142.0,9.0,728.0,Ashley Campos
LOAN001011,CUST002937,BR030,mortgage,45391.96,45209.09,,8.406,48.0,2010-12-07,11/16/2014,945.67,Defaulted,None,Debt consolidation,113.0,3.0,806.0,Megan West
LOAN001012,CUST001554,BR012,Auto,48334.11,40293.15,35570.26,12.5,120.0,02-08-2013,2023-06-11,402.78,Completed,Vehicle,Emergency,,,535.0,Michele Wright
LOAN001013,CUST003998,BR025,Auto,49093.66,46572.64,5713.64,3.856,12.0,15-09-28,09/22/2016,4091.14,Active,Stocks,Travel,0.0,0.0,341.0,Nancy Miles
LOAN001014,CUST000228,,Home Equity,29763.14,29151.28,USD 16366.84,9.02,36.0,12-05-20,"May 05, 2015",826.75,Completed,None,Education,0.0,,847.0,Steven Rodriguez
