transaction_id,account_id,transaction_type,amount,currency,transaction_date,transaction_timestamp,merchant_name,merchant_category,description,balance_after,channel,status,ip_address,device_type
TXN00059773,ACC4465777,ATM Withdrawal,251.76,USD,2024-06-16,2024-06-16 00:00:00,,Retail,Overdraft fee,5681.26,Mobile,failed,115.120.174.200,mobile
TXN00059774,ACC5638380,Withdrawal,302.45,EUR,2019-02-10,2019-02-10 00:00:00,,,Online purchase,34024.49,N/A,COMPLETED,,Tablet
TXN00059775,ACC4134166,Interest,,EUR,2022-04-08,,Target,Retail,Interest credit,USD 33611.85,ONLINE,pending,46.198.54.180,mobile
TXN00059776,ACC1674225,Deposit,158.22,EUR,19-07-2021,2021-07-19 00:00:00,,retail,Refund,14284.2,Online,Reversed,,Desktop
TXN00059777,ACC1281082,ATM Withdrawal,152.81,usd,NULL,2018-05-28 00:00:00,Chase ATM,retail,Bill payment,49113.33,Branch,Completed,56.248.34.102,Mobile
TXN00059778,ACC8740853,Deposit,208.0,EUR,08-10-2001,2001-10-08 00:00:00,,Utilities,Subscription,"$6,412.80",Phone,failed,170.164.234.131,ATM
TXN00059779,ACC7551139,Fee,161.8,USD,2019/02/15,2019-02-15 00:00:00,Chase ATM,Healthcare,Bill payment,41002.9,N/A,Completed,130.80.190.240,Tablet
TXN00059780,ACC2605673,Fee,277.49,usd,99/99/9999,2023-12-24 00:00:00,IKEA,retail,Direct deposit,17785.25,ATM,completed,135.176.181.155,MOBILE
TXN00059781,ACC8741787,Refund,USD 449.86,GBP,06/04/2024,2024-06-04 00:00:00,,Retail,Monthly maintenance fee,33570.66,Phone,Failed,48.83.155.169,MOBILE
TXN00059782,ACC8679955,Deposit,153.63,EUR,2023/09/02,2023-09-02 00:00:00,,Travel,Subscription,6979.4,Mobile,Completed,,Mobile
TXN00059783,ACC6404289,ATM Withdrawal,23.38,EUR,2023/06/19,2023-06-19 00:00:00,,Retail,Online purchase,4325.08,,Pending,181.146.95.83,Desktop
TXN00059784,ACC9316996,Fee,28.09,USD,07-09-2018,2018-09-07 00:00:00,Starbucks,Food & Beverage,Online purchase,28517.51,N/A,Pending,37.140.252.71,Mobile
TXN00059785,ACC1982856,Refund,94.29,usd,99/99/9999,2018-02-04 00:00:00,,RETAIL,ATM,USD 43725.49,online,Pending,76.195.111.147,ATM
TXN00059786,ACC2317322,Deposit,USD 137.15,USD,2000-11-18,2000-11-18 00:00:00,Bank of America ATM,Healthcare,Monthly maintenance fee,49668.56,,completed,198.150.220.148,mobile
TXN00059787,ACC5689985,Interest,50.99,GBP,24-12-2019,2019-12-24 00:00:00,,,Monthly maintenance fee,,online,pending,56.30.81.106,MOBILE
TXN00059788,ACC5095188,Withdrawal,USD 120.57,USD,17-09-2018,2018-09-17 00:00:00,,Utilities,Monthly maintenance fee,11883.2,Branch,COMPLETED,100.19.116.74,Tablet
TXN00059789,ACC8505745,Transfer,29.17,EUR,23-06-2021,2021-06-23 00:00:00,,Retail,Direct deposit,18544.56,ONLINE,COMPLETED,16.7.123.60,Tablet
TXN00059790,ACC8391530,Transfer,55.11,USD,2022/02/12,2022-02-12 00:00:00,,RETAIL,Monthly maintenance fee,37340.16,Phone,completed,112.12.70.74,Tablet
TXN00059791,ACC7865335,Refund,,GBP,19-01-2021,2021-01-19 00:00:00,,Retail,Refund,23277.5,ATM,Completed,185.196.118.51,ATM
TXN00059792,ACC8577401,Withdrawal,847.69,USD,08/20/2021,2021-08-20 00:00:00,7-Eleven,retail,Subscription,-480.34,Online,completed,95.75.245.248,ATM
TXN00059793,ACC3574603,Refund,41.21,GBP,2021-08-09,2021-08-09 00:00:00,,Utilities,POS transaction,USD 12770.14,ONLINE,Reversed,174.107.122.168,Tablet
TXN00059794,ACC6348427,Transfer,82.83,USD,99/99/9999,,,Food & Beverage,Refund,24564.42,Online,COMPLETED,9.197.119.182,
TXN00059795,ACC7121599,Withdrawal,,USD,2022/05/08,2022-05-08 00:00:00,,,Check deposit,6123.97,mobile,NULL,2.64.211.5,Desktop
TXN00059796,ACC6900759,Transfer,5055.0,GBP,2021-07-04,2021-07-04 00:00:00,,Other,POS transaction,21526.17,mobile,Failed,,Tablet
TXN00059797,ACC5860220,ATM Withdrawal,45.65,USD,2018-09-28,2018-09-28 00:00:00,Starbucks,Finance,Check deposit,43076.33,online,COMPLETED,145.154.187.201,
TXN00059798,ACC2496170,Refund,"28,24",USD,06/05/2020,2020-06-05 00:00:00,,Healthcare,Interest credit,11856.26,Branch,COMPLETED,99.34.198.37,ATM
TXN00059799,ACC7779512,Purchase,476.14,USD,99/99/9999,2018-11-27 00:00:00,Dollar Tree,Healthcare,Peer transfer,30298.94,N/A,pending,177.154.223.126,Desktop
TXN00059800,ACC2364874,Fee,,USD,04/09/2022,2022-04-09 00:00:00,CVS Pharmacy,Entertainment,Direct deposit,23293.52,Phone,completed,,
TXN00059801,ACC6123515,Purchase,,GBP,2001/12/25,2001-12-25 00:00:00,Whole Foods,Retail,Interest credit,4300940.0,Online,Failed,133.98.38.77,
TXN00059802,ACC4136386,Purchase,59.71,USD,05/07/2024,2024-05-07 00:00:00,Dollar Tree,retail,,36549.27,Online,completed,88.54.130.77,Tablet
TXN00059803,ACC7348836,Interest,178.18,GBP,05/13/2020,2020-05-13 00:00:00,,RETAIL,Subscription,36463.94,N/A,Failed,197.128.69.133,
TXN00059804,ACC4040157,Withdrawal,238.95,USD,14-09-2018,2018-09-14 00:00:00,,Entertainment,ATM,3305.08,Mobile,completed,115.224.91.243,
TXN00059805,ACC4887746,Transfer,58.34,USD,2024/06/29,2024-06-29 00:00:00,,Healthcare,Subscription,3476.8,Phone,failed,,ATM
TXN00059806,ACC7534068,Fee,85.29,USD,04/19/2022,2022-04-19 00:00:00,Dollar Tree,Utilities,Refund,232.57,ATM,pending,,ATM
TXN00059807,ACC7283687,ATM Withdrawal,68.67,USD,11/30/2019,2019-11-30 00:00:00,,Utilities,Peer transfer,39907.55,Phone,COMPLETED,123.170.75.235,Mobile
TXN00059808,ACC8306254,Withdrawal,18.36,USD,2019-12-25,2019-12-25 00:00:00,,Other,POS transaction,"$10,655.11",Online,completed,1.200.86.8,Tablet
TXN00059809,ACC3225846,Fee,97.72,usd,2021/04/26,2021-04-26 00:00:00,Nike,Entertainment,Bill payment,-25936.0,,Pending,,MOBILE
TXN00059810,ACC3958608,Transfer,$152.55,USD,2023/05/27,2023-05-27 00:00:00,Nike,Travel,,USD 13942.72,mobile,Reversed,96.127.232.111,Mobile
TXN00059811,ACC1327782,ATM Withdrawal,213.05,USD,2021-07-24,2021-07-24 00:00:00,,retail,Bill payment,48350.88,Online,failed,131.156.115.175,MOBILE
TXN00059812,ACC2682538,Fees,107.82,EUR,2018/03/02,2018-03-02 00:00:00,Dollar Tree,Finance,POS transaction,36682.9,N/A,Reversed,,Desktop
TXN00059813,ACC1419693,Interest,819.31,usd,07/04/2018,2018-07-04 00:00:00,Walgreens,,Overdraft fee,40387.55,Mobile,COMPLETED,172.38.47.39,
TXN00059814,ACC4281432,Withdrawal,196.61,USD,04-03-2022,2022-03-04 00:00:00,Delta Airlines,Food & Beverage,Overdraft fee,9441.92,ONLINE,Pending,93.141.74.222,Tablet
TXN00059815,ACC6205118,Purhcase,435.34,USD,99/99/9999,2018-10-17 00:00:00,Walgreens,retail,Direct deposit,19977.61,mobile,Failed,111.230.181.255,ATM
TXN00059816,ACC9621405,Withdrawal,495.36,USD,99/99/9999,2024-01-18 00:00:00,,Food & Beverage,Check deposit,30540.6,online,pending,109.37.52.239,Mobile
TXN00059817,ACC5869292,Refund,344.52,USD,,2024-01-27 00:00:00,,RETAIL,Check deposit,24888.16,Branch,failed,35.163.133.23,mobile
TXN00059818,ACC2319870,Deposit,6294.0,USD,25-01-2024,2024-01-25 00:00:00,Chase ATM,Retail,Refund,22727.8,Online,COMPLETED,195.60.23.80,
TXN00059819,ACC9439977,Transfer,112.87,usd,20-07-2021,2021-07-20 00:00:00,Costco,Healthcare,Refund,49928.69,N/A,COMPLETED,,
TXN00059820,ACC8760286,Fee,$0.08,USD,2022-03-31,2022-03-31 00:00:00,PayPal,retail,Direct deposit,4307.19,Online,NULL,57.74.157.241,Tablet
TXN00059821,ACC8923551,Interest,120.08,USD,22-09-2020,2020-09-22 00:00:00,Home Depot,Other,Refund,40161.22,mobile,Pending,223.70.255.213,Desktop
TXN00059822,ACC1333027,Interest,69.56,usd,2023/01/17,2023-01-17 00:00:00,,Retail,Interest credit,47450.36,Phone,Failed,83.128.34.34,MOBILE
TXN00059823,ACC5273516,Withdrawal,USD 23.73,GBP,2022/03/30,2022-03-30 00:00:00,,Finance,ATM,45672.69,ATM,Pending,39.244.161.223,
TXN00059824,ACC3816442,Transfer,364.76,USD,2020/02/08,2020-02-08 00:00:00,,Food & Beverage,Peer transfer,3592.69,ONLINE,completed,110.71.221.221,ATM
TXN00059825,ACC4336287,Refund,223.83,usd,10-02-2023,2023-02-10 00:00:00,,Other,ATM,USD 33318.60,,NULL,11.152.156.6,mobile
TXN00059826,ACC3286790,purchse,1403.41,USD,2021-02-21,2021-02-21 00:00:00,Walmart,Utilities,,20463.64,Phone,Pending,176.52.152.11,Desktop
TXN00059827,ACC7048086,Deposit,137.99,USD,25-04-2023,2023-04-25 00:00:00,,Utilities,Check deposit,34484.44,Mobile,Pending,124.140.219.13,mobile
TXN00059828,ACC3955616,Interest,80.31,EUR,2022-02-16,2022-02-16 00:00:00,Walmart,RETAIL,Check deposit,,Mobile,Completed,39.143.255.132,Desktop
TXN00059829,ACC4273632,ATM Withdrawal,61.25,USD,03/05/2019,,Trader Joe's,Other,Bill payment,36629.91,ONLINE,COMPLETED,,ATM
TXN00059830,ACC3102009,Fee,114.31,EUR,2018-06-10,2018-06-10 00:00:00,Stripe,Food & Beverage,Refund,20047.69,mobile,NULL,172.217.55.239,Mobile
TXN00059831,ACC9727482,DEPOSIT,74.18,EUR,07-04-2021,2021-04-07 00:00:00,,Entertainment,,38412.56,N/A,pending,151.246.240.41,ATM
TXN00059832,ACC4985956,Fee,936.81,USD,2020-04-20,2020-04-20 00:00:00,Wells Fargo ATM,Healthcare,,39761.7,Phone,failed,173.203.251.147,ATM
TXN00059833,ACC6475249,Withdrawal,40.37,USD,,2021-11-13 00:00:00,,Other,,14113.07,Online,NULL,66.145.241.136,mobile
TXN00059834,ACC5759628,Fee,$3.86,usd,28-07-2023,2023-07-28 00:00:00,Airbnb,Finance,Subscription,3499.13,Branch,COMPLETED,173.235.193.34,Desktop
TXN00059835,ACC9099623,Withdrawal,27.85,EUR,09-03-2020,2020-03-09 00:00:00,Shell Gas,Utilities,Refund,7126.56,N/A,Completed,212.219.0.160,
TXN00059836,ACC3023427,Refund,444.26,USD,01-10-2023,2023-10-01 00:00:00,,Retail,Peer transfer,32874.29,N/A,Reversed,111.191.122.68,Desktop
TXN00059837,ACC5104790,Deposit,236.78,USD,25-05-2023,2023-05-25 00:00:00,,Food & Beverage,Wire transfer,6292.9,Online,Failed,17.105.140.68,ATM
TXN00059838,ACC9945561,Refund,306.47,USD,2019/06/28,2019-06-28 00:00:00,,Travel,Monthly maintenance fee,38104.42,online,Completed,,MOBILE
TXN00059839,ACC6225198,Refund,77.27,usd,2020/09/28,2020-09-28 00:00:00,,Healthcare,Bill payment,29221.22,Branch,completed,164.9.96.53,Desktop
TXN00059840,ACC4253213,Deposit,194.94,EUR,2024-03-24,2024-03-24 00:00:00,,Retail,Subscription,21774.8,ONLINE,COMPLETED,74.53.134.238,MOBILE
TXN00059841,ACC3331455,ATM Withdrawal,246.13,EUR,,2020-06-14 00:00:00,,Healthcare,,28209.51,,NULL,88.97.80.149,Desktop
TXN00059842,ACC4700499,ATM Withdrawal,79.03,USD,2024-02-10,2024-02-10 00:00:00,,Entertainment,,3390222.0,online,completed,8.92.153.134,mobile
TXN00059843,ACC7923754,Fee,257.85,USD,20-01-2023,2023-01-20 00:00:00,Walmart,Food & Beverage,Wire transfer,24603.2,mobile,Failed,165.93.80.67,ATM
TXN00059844,ACC7745436,Purchase,198.67,EUR,2020-06-11,2020-06-11 00:00:00,Trader Joe's,RETAIL,ATM,26875.91,Online,Pending,165.92.4.145,Mobile
TXN00059845,ACC5178879,Transfer,70.26,GBP,02/19/2024,2024-02-19 00:00:00,,Travel,Check deposit,36122.32,N/A,Reversed,,Desktop
TXN00059846,ACC4965003,Transfer,10.86,USD,2018-12-29,2018-12-29 00:00:00,,retail,Interest credit,400.35,ATM,NULL,,MOBILE
TXN00059847,ACC5545234,Transfer,54.33,GBP,2018/06/02,2018-06-02 00:00:00,Shell Gas,Entertainment,Subscription,47075.31,Mobile,Reversed,202.145.245.100,ATM
TXN00059848,ACC3729080,Fee,193.27,USD,2020-01-30,,Stripe,Healthcare,ATM,USD 29796.41,N/A,Completed,66.244.29.94,Tablet
TXN00059849,ACC1722921,Fee,182.77,USD,2021-01-29,2021-01-29 00:00:00,Spotify,Food & Beverage,POS transaction,47956.97,Phone,pending,,MOBILE
TXN00059850,ACC5876616,Refund,141.71,USD,2022/10/30,2022-10-30 00:00:00,,Travel,Overdraft fee,45086.8,ONLINE,Completed,96.110.59.14,
TXN00059851,,Refund,57.93,usd,11/08/2022,2022-11-08 00:00:00,Marriott Hotels,Utilities,Bill payment,46824.5,Online,pending,27.88.12.217,Mobile
TXN00059852,ACC3812153,Refund,117.59,USD,09/22/2020,2020-09-22 00:00:00,,Food & Beverage,POS transaction,7064.09,ATM,Pending,,Mobile
TXN00059853,ACC5676915,Deposit,31.11,USD,20-06-2024,2024-06-20 00:00:00,,retail,Subscription,16699.75,Online,failed,188.139.172.1,Mobile
TXN00059854,ACC3340476,Purchase,217.17,USD,2020/01/17,2020-01-17 00:00:00,Bank of America ATM,Entertainment,,31049.72,Phone,Failed,25.16.73.59,Mobile
TXN00059855,ACC4082591,ATM Withdrawal,406.76,GBP,2024/04/17,2024-04-17 00:00:00,,Retail,Wire transfer,15737.52,Branch,pending,84.199.145.56,Desktop
TXN00059856,ACC7336685,ATM Withdrawal,124.61,USD,2021-05-25,2021-05-25 00:00:00,IKEA,Entertainment,Overdraft fee,15866.22,Branch,completed,122.34.147.5,ATM
TXN00059857,ACC4769607,Refund,47.9,USD,2002/12/18,2002-12-18 00:00:00,,Travel,ATM,,ATM,NULL,205.214.245.224,mobile
TXN00059858,ACC6876265,Withdrawal,,USD,10/02/2021,2021-10-02 00:00:00,,Healthcare,Interest credit,49979.38,mobile,Failed,19.223.253.154,Desktop
TXN00059859,ACC7427211,Withdrawal,75.11,USD,,2021-02-24 00:00:00,,Retail,Monthly maintenance fee,15977.53,N/A,Pending,86.164.187.111,Mobile
TXN00059860,ACC4630491,Deposit,180.26,USD,2020/07/13,2020-07-13 00:00:00,,RETAIL,Refund,USD 15301.30,Mobile,failed,,
TXN00059861,ACC4726111,Fee,15.68,GBP,20-07-2019,2019-07-20 00:00:00,Trader Joe's,Utilities,Check deposit,,Online,Pending,15.169.11.232,Desktop
TXN00059862,ACC6209919,Withdrawal,253.13,USD,2021/05/03,2021-05-03 00:00:00,,retail,Peer transfer,19183.65,ATM,Completed,149.197.42.190,Mobile
TXN00059863,ACC3805743,Fee,123.49,usd,03-09-2020,2020-09-03 00:00:00,Venmo,,Refund,21141.27,,NULL,218.13.13.230,
TXN00059864,ACC4576193,Purchase,110.1,GBP,09/17/2020,2020-09-17 00:00:00,Best Buy,Entertainment,Monthly maintenance fee,1363.56,mobile,COMPLETED,48.195.103.244,mobile
TXN00059865,ACC6835595,dposit,546.17,EUR,04/09/2018,2018-04-09 00:00:00,,RETAIL,Direct deposit,39906.74,ONLINE,NULL,54.38.165.142,Desktop
TXN00059866,ACC8709434,Transfer,135.25,EUR,2023/08/26,2023-08-26 00:00:00,,Food & Beverage,Subscription,33495.51,Mobile,NULL,164.29.160.15,Tablet
TXN00059867,ACC2438993,Withdrawal,3.38,USD,2022-06-12,2022-06-12 00:00:00,,,Check deposit,3519.81,N/A,Failed,154.201.105.224,ATM
TXN00059868,ACC3015750,Interest,642.88,EUR,NULL,2018-02-03 00:00:00,,Other,Monthly maintenance fee,USD 35075.78,ONLINE,failed,209.172.108.141,Desktop
TXN00059869,ACC5907254,Purchase,2.46,USD,2023-06-28,2023-06-28 00:00:00,IKEA,Finance,Bill payment,,N/A,COMPLETED,37.112.234.134,
TXN00059870,ACC4457641,ATM Withdrawal,153.52,EUR,16-10-2021,2021-10-16 00:00:00,Wells Fargo ATM,,,37515.17,Branch,failed,76.78.3.251,Desktop
TXN00059871,ACC5243194,Deposit,-200.8,GBP,2024/06/27,,Marriott Hotels,Finance,Interest credit,"$42,107.11",Mobile,Reversed,160.43.240.53,Tablet
TXN00059872,ACC4136386,Transfer,449.78,usd,NULL,2021-05-13 00:00:00,Walgreens,Other,Peer transfer,42266.83,ATM,NULL,135.253.232.54,Mobile
TXN00059873,ACC7872338,Fee,227.4,USD,12-10-2002,2002-10-12 00:00:00,Starbucks,Retail,Online purchase,8777.6,Phone,Reversed,67.207.1.4,Mobile
TXN00059874,ACC8085943,Interest,333.34,usd,05-01-2023,2023-01-05 00:00:00,,Travel,Bill payment,41946.21,ATM,Completed,199.207.11.85,
TXN00059875,ACC2295456,Fee,293.87,usd,2024/01/23,2024-01-23 00:00:00,Uber,Healthcare,POS transaction,32034.53,,Completed,70.197.45.180,Desktop
TXN00059876,ACC2373437,Withdrawal,48.04,USD,2019-02-04,2019-02-04 00:00:00,Stripe,Healthcare,,11712.6,ATM,pending,108.82.155.2,Mobile
TXN00059877,ACC6554949,Interest,241.11,usd,03/31/2018,2018-03-31 00:00:00,,Utilities,Bill payment,44770.49,ONLINE,completed,23.49.175.175,Desktop
TXN00059878,ACC8790136,Fee,202.99,USD,2019-12-25,2019-12-25 00:00:00,Starbucks,Retail,,43027.44,Phone,failed,170.215.242.69,Desktop
TXN00059879,ACC1803758,Transfer,5594.0,usd,2022-06-02,2022-06-02 00:00:00,Walgreens,Retail,POS transaction,USD 7463.61,ATM,Failed,104.77.74.234,
TXN00059880,ACC3412083,ATM Withdrawal,27.47,GBP,2019-01-02,2019-01-02 00:00:00,,RETAIL,Peer transfer,,Branch,Pending,59.145.6.142,Mobile
TXN00059881,ACC6854455,Refund,$278.57,USD,99/99/9999,2020-09-13 00:00:00,,Travel,Wire transfer,44720.1,N/A,Reversed,92.136.253.26,mobile
TXN00059882,ACC9567049,Purchase,708.96,USD,2020/11/21,2020-11-21 00:00:00,Wells Fargo ATM,Entertainment,Subscription,12775.72,Mobile,Reversed,64.19.194.215,Tablet
TXN00059883,ACC9219477,Fee,268.22,EUR,2021-04-28,2021-04-28 00:00:00,Stripe,Entertainment,,3643.73,N/A,failed,80.93.19.120,mobile
TXN00059884,ACC1676878,Transfer,,GBP,27-03-2024,2024-03-27 00:00:00,Uber,Entertainment,Wire transfer,25146.31,Phone,failed,185.174.35.205,Tablet
TXN00059885,ACC1359155,Purchase,36.47,EUR,05/08/2023,2023-05-08 00:00:00,Costco,Food & Beverage,Peer transfer,38123.86,,completed,115.21.29.220,Tablet
TXN00059886,ACC3331649,Interest,56.75,USD,27-04-2021,2021-04-27 00:00:00,,,Peer transfer,11113.71,mobile,Pending,210.192.91.249,Tablet
TXN00059887,ACC8727557,Fee,176.26,EUR,07/26/2022,2022-07-26 00:00:00,Nike,,Refund,USD 9818.42,ONLINE,Pending,192.238.164.228,mobile
TXN00059888,ACC1227114,Deposit,6.39,USD,05/30/2020,2020-05-30 00:00:00,McDonald's,Entertainment,Online purchase,39988.34,online,completed,9.90.183.19,mobile
TXN00059889,ACC1522478,Purchase,220.48,USD,2020/09/25,2020-09-25 00:00:00,Airbnb,Finance,Interest credit,23937.81,online,Completed,71.225.100.55,ATM
TXN00059890,ACC9347556,ATM Withdrawal,31.29,USD,25-07-2023,2023-07-25 00:00:00,McDonald's,Healthcare,,34771.34,Branch,completed,85.23.19.84,Mobile
TXN00059891,ACC4555799,Purchase,106.68,USD,2003-03-18,2003-03-18 00:00:00,Best Buy,Finance,POS transaction,17877.51,online,Reversed,142.78.159.14,
TXN00059892,ACC7705554,Transfer,77.19,USD,28-04-2020,2020-04-28 00:00:00,,Food & Beverage,Refund,679.53,ATM,completed,95.64.241.242,mobile
TXN00059893,ACC2361770,Withdrawal,$22.51,USD,2020-08-21,2020-08-21 00:00:00,,Travel,Peer transfer,32623.87,Online,Failed,130.121.53.231,Tablet
TXN00059894,ACC1024777,ATM Withdrawal,172.92,EUR,14-01-2021,2021-01-14 00:00:00,Spotify,RETAIL,Wire transfer,623.91,Online,Pending,,Mobile
TXN00059895,ACC7524712,Purchase,"89,65",GBP,2022/06/16,2022-06-16 00:00:00,IKEA,,Bill payment,33731.26,Mobile,failed,148.61.31.43,MOBILE
TXN00059896,ACC6822682,Deposit,9.0,USD,2022-08-27,2022-08-27 00:00:00,,Food & Beverage,Online purchase,32433.9,online,pending,174.101.148.249,MOBILE
TXN00059897,,Purchase,,USD,08-04-2018,2018-04-08 00:00:00,Trader Joe's,,Refund,,Online,failed,24.71.186.26,Desktop
TXN00059898,ACC7514948,Withdrawal,178.45,USD,NULL,2023-12-30 00:00:00,Lyft,Travel,Wire transfer,696.86,Mobile,completed,150.150.4.229,MOBILE
TXN00059899,ACC4613143,Refund,27.95,EUR,2019-12-27,2019-12-27 00:00:00,,retail,ATM,18010.45,Phone,completed,140.134.181.29,MOBILE
TXN00059900,ACC5958571,Refund,175.89,USD,2021-05-30,2021-05-30 00:00:00,,Finance,Check deposit,20848.72,Mobile,Failed,46.177.148.111,mobile
TXN00059901,ACC2376748,Transfer,71.91,GBP,2022-03-09,2022-03-09 00:00:00,,Travel,Refund,31786.57,Mobile,failed,210.21.212.171,Tablet
TXN00059902,ACC6413685,Fee,60.13,USD,06/06/2023,2023-06-06 00:00:00,McDonald's,RETAIL,Subscription,3619.87,Branch,completed,216.227.51.39,ATM
TXN00059903,ACC2034379,Refund,317.42,USD,12/04/2022,2022-12-04 00:00:00,,Travel,Refund,43119.08,Branch,Pending,223.42.218.58,
TXN00059904,ACC6220210,Transfer,126.13,usd,2023-09-01,2023-09-01 00:00:00,,Utilities,Overdraft fee,30861.0,online,pending,,Desktop
TXN00059905,ACC1590357,FEE,94.94,USD,2021/01/27,2021-01-27 00:00:00,Target,Food & Beverage,Bill payment,,Mobile,Pending,58.70.64.126,MOBILE
TXN00059906,ACC9986052,Purchase,335.35,USD,2021/01/21,2021-01-21 00:00:00,Nike,RETAIL,POS transaction,44866.68,N/A,Reversed,90.227.135.157,Desktop
TXN00059907,ACC8012061,Purchase,482.36,USD,2004/03/22,2004-03-22 00:00:00,Square,retail,Bill payment,"$21,860.38",Mobile,Completed,,Mobile
TXN00059908,ACC2243301,Deposit,75.69,USD,2023-05-22,2023-05-22 00:00:00,McDonald's,Finance,Direct deposit,"$11,878.97",online,COMPLETED,136.109.253.247,Mobile
TXN00059909,ACC4599486,Fee,10.34,usd,19-02-2023,2023-02-19 00:00:00,CVS Pharmacy,retail,,30896.42,,Failed,135.83.77.34,mobile
TXN00059910,ACC1879319,ATM Withdrawal,155.62,GBP,17-11-2022,2022-11-17 00:00:00,Delta Airlines,Finance,Peer transfer,32429.09,Branch,pending,,MOBILE
TXN00059911,ACC6939326,Interest,251.16,USD,2024-06-15,2024-06-15 00:00:00,Whole Foods,,Overdraft fee,48585.05,online,COMPLETED,28.178.25.168,mobile
TXN00059912,ACC9466231,Interest,177.24,EUR,01/28/2023,2023-01-28 00:00:00,,retail,Interest credit,2187.37,,NULL,93.236.171.91,ATM
TXN00059913,ACC1516018,Interest,232.99,USD,99/99/9999,2023-04-01 00:00:00,,Food & Beverage,Overdraft fee,35700.85,,COMPLETED,30.96.80.215,Desktop
TXN00059914,ACC1317549,Transfer,USD 208.10,USD,2023-03-21,2023-03-21 00:00:00,,Finance,Overdraft fee,27051.05,mobile,Completed,63.107.198.219,Desktop
TXN00059915,ACC8290358,Refund,624.69,USD,2021/08/27,2021-08-27 00:00:00,H&M,Healthcare,Interest credit,48763.44,Branch,Pending,93.187.162.114,mobile
TXN00059916,ACC8854434,Interest,401.86,usd,08/29/2021,2021-08-29 00:00:00,,Food & Beverage,Direct deposit,27626.3,Mobile,Reversed,132.206.53.98,mobile
TXN00059917,ACC9777499,Purchase,28.28,USD,2022/05/25,2022-05-25 00:00:00,Starbucks,Other,Peer transfer,22952.71,mobile,pending,194.240.112.247,ATM
TXN00059918,ACC9316996,Withdrawal,120.52,USD,99/99/9999,2018-10-16 00:00:00,,Healthcare,ATM,23354.86,online,failed,20.66.145.87,Tablet
TXN00059919,ACC2053420,ATM Withdrawal,121.31,usd,2019-01-13,2019-01-13 00:00:00,Nike,Utilities,Direct deposit,3914.71,ATM,pending,51.254.245.169,ATM
TXN00059920,ACC2438993,Purchase,121.88,USD,99/99/9999,2023-08-10 00:00:00,Netflix,RETAIL,Refund,36035.14,mobile,completed,,mobile
TXN00059921,ACC2520463,Withdrawal,533.87,EUR,2022-01-03,2022-01-03 00:00:00,,Food & Beverage,Subscription,34431.76,Online,Completed,,Mobile
TXN00059922,ACC5271302,Refund,USD 79.26,USD,2021-05-16,2021-05-16 00:00:00,,Food & Beverage,Refund,49154.4,N/A,Completed,73.27.76.109,Tablet
TXN00059923,ACC3219304,Fee,,USD,2019-05-27,2019-05-27 00:00:00,IKEA,Finance,Check deposit,1825.74,N/A,NULL,95.45.248.50,Tablet
TXN00059924,ACC7963276,Fee,453.28,usd,2020-11-19,2020-11-19 00:00:00,Spotify,Other,Check deposit,"10285,24",online,completed,106.11.100.221,mobile
TXN00059925,ACC2505734,ATM Withdrawal,10.37,USD,12/09/2020,2020-12-09 00:00:00,,Healthcare,ATM,45071.11,Mobile,Reversed,,MOBILE
TXN00059926,ACC7624871,Withdrawal,,GBP,06/20/2022,2022-06-20 00:00:00,,Food & Beverage,Online purchase,22918.19,Online,Pending,80.18.11.62,ATM
TXN00059927,ACC7660910,ATM Withdrawal,289.6,EUR,2019/08/21,2019-08-21 00:00:00,,Other,Monthly maintenance fee,37215.23,,Completed,141.30.125.154,ATM
TXN00059928,ACC7316365,Purchase,46.61,USD,13-06-2023,2023-06-13 00:00:00,Whole Foods,retail,Refund,13056.03,ATM,Pending,67.99.233.52,mobile
TXN00059929,ACC5867403,Purchase,78.76,USD,2023-08-09,2023-08-09 00:00:00,Costco,Travel,,37754.62,Online,failed,94.15.171.160,MOBILE
TXN00059930,ACC8981757,Purchase,74.38,USD,2018/03/10,2018-03-10 00:00:00,Starbucks,Retail,Monthly maintenance fee,20288.2,ONLINE,completed,70.225.188.4,ATM
TXN00059931,ACC5063702,Refund,50.03,EUR,03/28/2024,2024-03-28 00:00:00,Stripe,,,2808.11,,Pending,54.200.252.52,mobile
TXN00059932,ACC2243910,Deposit,203.51,USD,07/29/2021,2021-07-29 00:00:00,Delta Airlines,,Interest credit,42987.03,Branch,Reversed,124.8.11.59,
TXN00059933,ACC8273360,Purchase,812.9,GBP,11/01/2021,2021-11-01 00:00:00,Venmo,Travel,Interest credit,USD 21981.69,,Reversed,153.77.50.126,Desktop
TXN00059934,ACC5813695,Purchase,36.45,USD,2021-10-18,2021-10-18 00:00:00,Airbnb,,Subscription,34008.21,ATM,Pending,183.107.254.105,MOBILE
TXN00059935,ACC9950723,Deposit,52.84,EUR,2018/05/17,2018-05-17 00:00:00,Lyft,Travel,Wire transfer,33983.53,ATM,pending,100.209.205.40,Tablet
TXN00059936,ACC3349296,Withdrawal,$68.60,GBP,06/01/2023,2023-06-01 00:00:00,Zara,Food & Beverage,Subscription,20741.63,online,Completed,56.117.136.190,MOBILE
TXN00059937,ACC2007381,Transfer,554.75,USD,2002-12-22,2002-12-22 00:00:00,,,Peer transfer,USD 38625.02,mobile,Pending,129.18.209.100,Mobile
